Link,Model,Specs,Matched,Brand,Year,Configuration,Strings,Made in,Series,Colors,Left-Handed Version,Top,Type,Body Material,Bridge,Neck Joint,Tuners,Fretboard,Neck Material,Decoration,Scale Size,Shape,Thickness,Frets,Fretboard Radius,Nut,Nut Width,Switch,Knobs,Pickup Mods,Volume Controls,Tone Controls,Bridge Pickup,Neck Pickup,Middle Pickup,Price,Tremolo,Locking Tuners,Retainer Bar,Stainless Steel Frets,Made in United States,Expensive Wood,Locking Nut,Top Pickup Brand,Neck-Through Build,Push Knob or Extra Switch Option,Weight Relief,Stays in Tune (Evertune),21:1 Tuner Ratio,Compound Radius Fretboard,Strap Lock,Luminescent Inlay,Body Material 2,Neck Material 2,Fretboard Material 2,Sustainer Pickups,High-Quality-Standards Country,Coil Split Pickups,Made in Japan,"Coil Split, Killswitch Pickups","Coil Split, Multi-Voicing Pickups","Multi-Voicing, Sustainer Pickups",Coil Tap Pickups,Ivory Tusq Nut,Bone Nut,Multi-Voicing Pickups,High-Quality Nut,Black Tusq XL Nut,Series Split Pickups,Parallel Split Pickups,S-1 Switch Pickups,Killswitch Pickups,"Coil Split, Capacitance Selector Pickups","Coil Tap, Phase Out Pickups",Boneite Nut,NuBone Nut,Synthetic Bone Nut,"Killswitch, Sustainer Pickups",Boost Pickups,"Multi-Voicing, Gain Reduction Pickups","Coil Split, Boost Pickups",Phase Out Pickups,"Killswitch, Phase Out Pickups",High-Pass Filter Pickups,Half-Bone/Half-Brass Nut,"Coil Tap, Boost Pickups","Coil Split, Phase Out Pickups",Varitone Pickups,Tri-Sound Pickups,Neck Shape
https://findmyguitar.com/reviews/Ibanez-JS2410-review.php,Ibanez JS2410,"From Ibanez's 2021 JS series
Joe Satriani Signature
Made in Japan
6 strings
25.5""'' scale
10"" Fretboard Radius
Alder body
3pc Maple/Bubinga neck
Rosewood fretboard
Bridge pickup: DiMarzio Mo Joe (Humbucker/Passive)
Neck pickup: DiMarzio Satch Track (Humbucker/Passive)
Edge tremolo bridge
1 volume and 1 tone Dome knobs
3-way Switch
JS Bolt-On neck
24 Medium frets
Ibanez tuners
Retainer bar
",True,Ibanez,2021.0,HH,6.0,Japan,JS,Blue,No,,Solid Body,Alder,Edge tremolo,Bolt-On,Ibanez,Rosewood,3pc Maple/Bubinga,Mother of Pearl dot,"25.5""",JS,1st Fret: 0.79'' (20.1mm) - 12th Fret: 0.88'' (22.4mm),24 Medium,"10""",Locking,43mm (1.693''),3 Way,Dome,Coil Split,1.0,1.0,DiMarzio Mo Joe (Humbucker / Passive),DiMarzio Satch Track (Humbucker / Passive),,2225.65,True,False,True,False,,True,True,True,False,,False,False,False,False,False,False,Alder,Maple,Rosewood,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Ibanez-JS2450-review.php,Ibanez JS2450,"From Ibanez's 2014 JS series
Joe Satriani Signature
Made in Japan
6 strings
25.5""'' scale
10"" Fretboard Radius
Alder body
3pc Maple/Bubinga neck
Rosewood fretboard
Bridge pickup: DiMarzio Mo Joe (Humbucker/Passive)
Neck pickup: DiMarzio Satch Track (Humbucker/Passive)
Edge tremolo bridge
1 volume and 1 tone Dome knobs
3-way Switch
JS Bolt-On neck
24 Medium frets
Ibanez tuners
Retainer bar
",True,Ibanez,2014.0,HH,6.0,Japan,JS,Purple,No,,Solid Body,Alder,Edge tremolo,Bolt-On,Ibanez,Rosewood,3pc Maple/Bubinga,Mother of Pearl dot,"25.5""",JS,1st Fret: 0.79'' (20.1mm) - 12th Fret: 0.88'' (22.4mm),24 Medium,"10""",Locking,43mm (1.693''),3 Way,Dome,Coil Split,1.0,1.0,DiMarzio Mo Joe (Humbucker / Passive),DiMarzio Satch Track (Humbucker / Passive),,2213.794,True,False,True,False,,True,True,True,False,,False,False,False,False,False,False,Alder,Maple,Rosewood,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/ESP-LTD-KH-Demonology-review.php,ESP LTD KH Demonology,"From ESP LTD's 2017 Signature series
Kirk Hammett Signature
Made in Indonesia
6 strings
25.5""'' scale
13.78"" Fretboard Radius
Alder body
3pc Maple neck
Pau Ferro fretboard
Bridge pickup: EMG Bone Breaker (Humbucker/Active)
Neck pickup: EMG Bone Breaker (Humbucker/Active)
Floyd Rose 1000 bridge
2 volume and 1 tone Dome knobs
3-way Switch
Extra Thin U Neck-Through neck
24 XL Jumbo frets
LTD tuners
Retainer bar
",True,ESP LTD,2017.0,HH,6.0,Indonesia,Signature,Black,No,,Solid Body,Alder,Floyd Rose 1000,Neck-Through,LTD,Pau Ferro,3pc Maple,Skulls,"25.5""",Extra Thin U,1st Fret: 0.748'' (19mm) - 12th Fret: 0.827'' (21mm),24 XL Jumbo,"13.78""",Locking,42mm (1.654''),3 Way,Dome,,2.0,1.0,EMG Bone Breaker (Humbucker / Active),EMG Bone Breaker (Humbucker / Active),,1368.6425000000002,True,False,True,False,,False,True,True,True,False,False,False,False,False,False,False,Alder,Maple,Pau Ferro,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/ESP-LTD-KH-602-review.php,ESP LTD KH-602,"From ESP LTD's 2018 Signature series
Kirk Hammett Signature
Made in Indonesia
6 strings
25.5""'' scale
13.78"" Fretboard Radius
Alder body
3pc Maple neck
Pau Ferro fretboard
Bridge pickup: EMG Bone Breaker (Humbucker/Active)
Neck pickup: EMG Bone Breaker (Humbucker/Active)
Floyd Rose 1000 bridge
2 volume and 1 tone Dome knobs
3-way Switch
Extra Thin U Neck-Through neck
24 XL Jumbo frets
LTD tuners
Retainer bar
",True,ESP LTD,2018.0,HH,6.0,Indonesia,Signature,"Black, Purple",Yes,,Solid Body,Alder,Floyd Rose 1000,Neck-Through,LTD,Pau Ferro,3pc Maple,Skulls,"25.5""",Extra Thin U,1st Fret: 0.748'' (19mm) - 12th Fret: 0.827'' (21mm),24 XL Jumbo,"13.78""",Locking,42mm (1.654''),3 Way,Dome,,2.0,1.0,EMG Bone Breaker (Humbucker / Active),EMG Bone Breaker (Humbucker / Active),,1170.952,True,False,True,False,,False,True,True,True,False,False,False,False,False,False,False,Alder,Maple,Pau Ferro,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/Ibanez-KIKO10BP-review.php,Ibanez KIKO10BP,"From Ibanez's 2021 KIKO series
Kiko Loureiro Signature
Made in Indonesia
6 strings
25.5""'' scale
16"" Fretboard Radius
Flamed Maple top
Alder body
Maple/Walnut neck
Rosewood fretboard
Bridge pickup: DiMarzio KIKO original (Humbucker/Passive)
Middle pickup: DiMarzio KIKO original Single Coil (Single Coil/Passive)
Neck pickup: DiMarzio KIKO original (Humbucker/Passive)
Edge-Zero II bridge
1 volume and 1 tone Dome knobs
5-way Switch
KIKO10P Bolt-On neck
24 Jumbo frets
Ibanez tuners
Retainer bar
",False,Ibanez,2021.0,HSH,6.0,Indonesia,KIKO,Gray Burst,No,Flamed Maple,Solid Body,Alder,Edge-Zero II,Bolt-On,Ibanez,Rosewood,Maple/Walnut,KIKO special,"25.5""",KIKO10P,1st Fret: 0.79'' (20.1mm) - 12th Fret: 0.88'' (22.4mm),24 Jumbo,"16""",Locking,42mm (1.654''),5 Way,Dome,Coil Split,1.0,1.0,DiMarzio KIKO original (Humbucker / Passive),DiMarzio KIKO original (Humbucker / Passive),DiMarzio KIKO original Single Coil (Single Coil / Passive),1539.6033333333332,True,False,True,False,,True,True,True,False,,False,False,False,False,False,False,Alder,Maple,Rosewood,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Reverend-Kyle-Shutt-Signature-review.php,Reverend Kyle Shutt Signature,"From Reverend's 2021 Signature series
Kyle Shutt Signature
Made in South Korea
6 strings
24.75""'' scale
12"" Fretboard Radius
Sealed Korina, Solid Maple Top body
Three-Piece Korina neck
Rosewood fretboard
Bridge pickup: Kyle Shutt Bridge (Humbucker/Passive)
Neck pickup: Kyle Shutt Neck (Humbucker/Passive)
TOM with Stop Tail bridge
2 volume and 2 tone Dome knobs
3-way Switch
Medium Oval Bolt-On neck
22 Jumbo frets
Reverend Pin-Lock tuners
",True,Reverend,2021.0,HH,6.0,South Korea,Signature,Gold,No,,Semi-Hollow,"Sealed Korina, Solid Maple Top",TOM with Stop Tail,Bolt-On,Reverend Pin-Lock,Rosewood,Three-Piece Korina,Diagonal Blocks,"24.75""",Medium Oval,1st Fret: 0.85'' (21.6mm) - 12th Fret: 0.9'' (22.9mm),22 Jumbo,"12""",Boneite,43mm (1.693''),3 Way,Dome,,2.0,2.0,Kyle Shutt Bridge (Humbucker / Passive),Kyle Shutt Neck (Humbucker / Passive),,1177.0225,False,True,,False,,True,,True,False,False,,False,False,False,False,False,Limba,Limba,Rosewood,,False,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Gibson-Lee-Roy-Parnell-59-Les-Paul-Standard-review.php,Gibson Lee Roy Parnell 59 Les Paul Standard,"From Gibson's 2019 Artist Collection series
Lee Roy Parnell Signature
Made in United States
6 strings
24.75""'' scale
12"" Fretboard Radius
2-Piece Figured Maple, Hide Glue Fit top
Mahogany body
1 Piece Mahogany neck
Indian Rosewood fretboard
Bridge pickup: Gibson 57 Classic Plus (Humbucker/Passive)
Neck pickup: Gibson 57 Classic (Humbucker/Passive)
No-Wire ABR-1 bridge
2 volume and 2 tone Speed knobs
3-way Switch
Lee Roy Parnell Custom 59 Profile Set neck
22 Medium Jumbo frets
Kluson Single Line, Single Ring tuners
",False,Gibson,2019.0,HH,6.0,United States,Artist Collection,Sunburst Burst,No,"2-Piece Figured Maple, Hide Glue Fit",Solid Body,Mahogany,No-Wire ABR-1,Set,"Kluson Single Line, Single Ring",Indian Rosewood,1 Piece Mahogany,Cellulose Nitrate Trapezoid,"24.75""",Lee Roy Parnell Custom 59 Profile,,22 Medium Jumbo,"12""",Nylon,43mm (1.693''),3 Way,Speed,,2.0,2.0,Gibson 57 Classic Plus (Humbucker / Passive),Gibson 57 Classic (Humbucker / Passive),,7997.13,False,False,,False,True,True,,True,False,False,False,False,False,False,False,False,Mahogany,Mahogany,Rosewood,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Gibson-Les-Paul-Classic-review.php,Gibson Les Paul Classic,"From Gibson's 2019 Modern Collection series
Made in United States
6 strings
24.75""'' scale
12"" Fretboard Radius
Maple top
Mahogany body
Mahogany neck
Rosewood fretboard
Bridge pickup: Gibson Burstbucker 61T (Humbucker/Passive)
Neck pickup: Gibson Burstbucker 61R (Humbucker/Passive)
ABR-1 Tune-O-Matic bridge
2 volume and 2 tone Bell knobs
3-way Switch
Slim Taper Set neck
22 Medium Jumbo frets
Grover Rotomatics w/ Kidney Buttons tuners
",True,Gibson,2019.0,HH,6.0,United States,Modern Collection,"Sunburst, Black, Red, Cherry Sunburst",Yes,Maple,Solid Body,Mahogany,ABR-1 Tune-O-Matic,Set,Grover Rotomatics w/ Kidney Buttons,Rosewood,Mahogany,Acrylic Trapezoids,"24.75""",Slim Taper,1st Fret: 0.82'' (20.8mm) - 12th Fret: 0.92'' (23.4mm),22 Medium Jumbo,"12""",Ivory Tusq,43mm (1.693''),3 Way,Bell,"Coil Tap, Phase Out",2.0,2.0,Gibson Burstbucker 61T (Humbucker / Passive),Gibson Burstbucker 61R (Humbucker / Passive),,1621.202,False,False,,False,True,True,,True,False,,True,False,False,False,False,False,Mahogany,Mahogany,Rosewood,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/ESP-LTD-M-1007-Multi-Scale-review.php,ESP LTD M-1007 Multi-Scale,"From ESP LTD's 2020 M series
Made in Indonesia
7 strings
27"" to 25.5""'' scale
15.748"" Fretboard Radius
Flamed Maple top
Mahogany body
5pc Maple/Purple Heart neck
Macassar Ebony fretboard
Bridge pickup: Seymour Duncan Nazgul (Humbucker/Passive)
Neck pickup: Seymour Duncan Sentient (Humbucker/Passive)
Hipshot w/ String Thru bridge
1 volume and 1 tone Dome knobs
3-way Switch
Thin U Bolt-On neck
24 XL Jumbo frets
LTD Locking tuners
",True,ESP LTD,2020.0,HH,7.0,Indonesia,M,Black,No,Flamed Maple,Solid Body,Mahogany,Hipshot w/ String Thru,Bolt-On,LTD Locking,Macassar Ebony,5pc Maple/Purple Heart,Offset Dots,"27"" to 25.5""",Thin U,1st Fret: 0.787'' (20mm) - 12th Fret: 0.866'' (22mm),24 XL Jumbo,"15.748""",Bone,48mm (1.89''),3 Way,Dome,Coil Split,1.0,1.0,Seymour Duncan Nazgul (Humbucker / Passive),Seymour Duncan Sentient (Humbucker / Passive),,1230.916,False,True,,False,,True,,True,False,,False,False,False,False,False,False,Mahogany,Maple,Ebony,,False,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/ESP-LTD-M-1007HT-review.php,ESP LTD M-1007HT,"From ESP LTD's 2020 M series
Made in Indonesia
7 strings
25.5""'' scale
15.748"" Fretboard Radius
Burled Poplar top
Alder body
3pc Maple neck
Macassar Ebony fretboard
Bridge pickup: Fishman Fluence Modern Ceramic (Humbucker/Active)
Neck pickup: Fishman Fluence Modern Alnico (Humbucker/Active)
Hipshot w/ String Thru bridge
1 volume and 1 tone Dome knobs
3-way Switch
Extra Thin U Neck-Through neck
24 XL Jumbo frets
LTD Locking tuners
",True,ESP LTD,2020.0,HH,7.0,Indonesia,M,Black,No,Burled Poplar,Solid Body,Alder,Hipshot w/ String Thru,Neck-Through,LTD Locking,Macassar Ebony,3pc Maple,Dots,"25.5""",Extra Thin U,1st Fret: 0.748'' (19mm) - 12th Fret: 0.827'' (21mm),24 XL Jumbo,"15.748""",Plastic,48mm (1.89''),3 Way,Dome,Multi-Voicing,1.0,1.0,Fishman Fluence Modern Ceramic (Humbucker / Active),Fishman Fluence Modern Alnico (Humbucker / Active),,1158.515,False,True,,False,,True,,True,True,,False,False,False,False,False,False,Alder,Maple,Ebony,,False,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/ESP-LTD-M-1008-Multi-Scale-review.php,ESP LTD M-1008 Multi-Scale,"From ESP LTD's 2020 M series
Made in Indonesia
8 strings
27"" to 25.5""'' scale
15.748"" Fretboard Radius
Flamed Maple top
Mahogany body
5pc Maple/Purple Heart neck
Macassar Ebony fretboard
Bridge pickup: Seymour Duncan Nazgul (Humbucker/Passive)
Neck pickup: Seymour Duncan Sentient (Humbucker/Passive)
Hipshot w/ String Thru bridge
1 volume and 1 tone Dome knobs
3-way Switch
Thin U Bolt-On neck
24 XL Jumbo frets
LTD Locking tuners
",False,ESP LTD,2020.0,HH,8.0,Indonesia,M,Black,No,Flamed Maple,Solid Body,Mahogany,Hipshot w/ String Thru,Bolt-On,LTD Locking,Macassar Ebony,5pc Maple/Purple Heart,Offset Dots,"27"" to 25.5""",Thin U,1st Fret: 0.787'' (20mm) - 12th Fret: 0.866'' (22mm),24 XL Jumbo,"15.748""",Bone,54mm (2.126''),3 Way,Dome,Coil Split,1.0,1.0,Seymour Duncan Nazgul (Humbucker / Passive),Seymour Duncan Sentient (Humbucker / Passive),,1499.0,False,True,,False,,True,,True,False,,False,False,False,False,False,False,Mahogany,Maple,Ebony,,False,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/ESP-LTD-M-400-review.php,ESP LTD M-400,"From ESP LTD's 2017 M series
Made in Indonesia
6 strings
25.5""'' scale
13.78"" Fretboard Radius
Mahogany body
3pc Maple neck
Pau Ferro fretboard
Bridge pickup: EMG 81 (Humbucker/Active)
Neck pickup: EMG 85 (Humbucker/Active)
Floyd Rose Special bridge
1 volume Dome knobs
3-way Switch
Extra Thin U Bolt-On neck
24 XL Jumbo frets
Grover tuners
Retainer bar
",True,ESP LTD,2017.0,HH,6.0,Indonesia,M,Black,Yes,,Solid Body,Mahogany,Floyd Rose Special,Bolt-On,Grover,Pau Ferro,3pc Maple,Offset Dots,"25.5""",Extra Thin U,1st Fret: 0.748'' (19mm) - 12th Fret: 0.827'' (21mm),24 XL Jumbo,"13.78""",Locking,43mm (1.693''),3 Way,Dome,,1.0,0.0,EMG 81 (Humbucker / Active),EMG 85 (Humbucker / Active),,806.7475,True,False,True,False,,True,True,True,False,False,False,False,False,False,False,False,Mahogany,Maple,Pau Ferro,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/ESP-LTD-M-HT-Black-Metal-review.php,ESP LTD M-HT Black Metal,"From ESP LTD's 2020 Black Metal series
Made in Indonesia
6 strings
25.5""'' scale
13.78"" Fretboard Radius
Alder body
3pc Maple neck
Macassar Ebony fretboard
Bridge pickup: Seymour Duncan Black Winter (Humbucker/Passive)
Hipshot w/ String Thru bridge
1 volume Dome knobs
Extra Thin U Neck-Through neck
24 XL Jumbo frets
LTD Locking tuners
",True,ESP LTD,2020.0,H,6.0,Indonesia,Black Metal,Black,No,,Solid Body,Alder,Hipshot w/ String Thru,Neck-Through,LTD Locking,Macassar Ebony,3pc Maple,,"25.5""",Extra Thin U,1st Fret: 0.748'' (19mm) - 12th Fret: 0.827'' (21mm),24 XL Jumbo,"13.78""",Plastic,43mm (1.693''),0 Way,Dome,Coil Split,1.0,0.0,Seymour Duncan Black Winter (Humbucker / Passive),,,978.346,False,True,,False,,True,,True,True,,False,False,False,False,False,True,Alder,Maple,Ebony,,False,True,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/Sterling-Majesty-Maj270-review.php,Sterling Majesty Maj270,"From Sterling's 2020 John Petrucci series
John Petrucci Signature
Made in Indonesia
7 strings
25.5""'' scale
16"" Fretboard Radius
Figured Maple top
Mahogany body
3-Piece Mahogany neck
Ebony fretboard
Bridge pickup: DiMarzio Crunch Lab (Humbucker/Passive)
Neck pickup: DiMarzio LiquiFire (Humbucker/Passive)
Modern Tremolo bridge
1 volume and 1 tone Dome knobs
3-way Switch
John Petrucci Set neck
24 Medium Jumbo Stainless Steel frets
Locking tuners
",False,Sterling,2020.0,HH,7.0,Indonesia,John Petrucci,"Blue, Red",No,Figured Maple,Solid Body,Mahogany,Modern Tremolo,Set,Locking,Ebony,3-Piece Mahogany,Custom Jp Inlays,"25.5""",John Petrucci,,24 Medium Jumbo Yes,"16""",Compensated,49.5mm (1.95''),3 Way,Dome,Boost,1.0,1.0,DiMarzio Crunch Lab (Humbucker / Passive),DiMarzio LiquiFire (Humbucker / Passive),,793.32,True,True,,True,,True,,True,False,,False,False,False,False,False,False,Mahogany,Mahogany,Ebony,,False,,,,,,,,,,False,,,,,,,,,,,,True,,,,,,,,,,,It has a D type neck.
https://findmyguitar.com/reviews/Schecter-Mark-Thwaite-Solo-II-review.php,Schecter Mark Thwaite Solo-II,"From Schecter's 2017 Artist series
Mark Gemini Thwaite Signature
Made in South Korea
6 strings
24.75""'' scale
14"" Fretboard Radius
Solid Maple top
Mahogany body
Mahogany 3-pc w/ Carbon Fiber Reinforcement Rods neck
Rosewood fretboard
Bridge pickup: Seymour Duncan JB SH-4 (Humbucker/Passive)
Neck pickup: Seymour Duncan APH-1N (Humbucker/Passive)
Bigsby Archtop B70 w/ Roller TonePros TOM TPFR – T3BT bridge
2 volume and 1 tone Speed knobs
3-way Switch
Thin C Set neck
22 XL Jumbo frets
Schecter Locking tuners
",True,Schecter,2017.0,HH,6.0,South Korea,Artist,Purple,No,Solid Maple,Solid Body,Mahogany,Bigsby Archtop B70 w/ Roller TonePros TOM TPFR – T3BT,Set,Schecter Locking,Rosewood,Mahogany 3-pc w/ Carbon Fiber Reinforcement Rods,Mother of Pearl Blocks,"24.75""",Thin C,1st Fret: 0.79'' (20.1mm) - 12th Fret: 0.87'' (22.1mm),22 XL Jumbo,"14""",Ivory Tusq,42mm (1.654''),3 Way,Speed,Coil Split,2.0,1.0,Seymour Duncan JB SH-4 (Humbucker / Passive),Seymour Duncan APH-1N (Humbucker / Passive),,1138.5600000000002,True,True,,False,,True,,True,False,,False,False,False,False,False,False,Mahogany,Mahogany,Rosewood,,False,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Epiphone-Matt-Heafy-Les-Paul-Custom-Origins-review.php,Epiphone Matt Heafy Les Paul Custom Origins,"From Epiphone's 2022 Artist Collection series
Matt Heafy Signature
Made in China
6 strings
24.75""'' scale
12"" Fretboard Radius
Mahogany body
Mahogany neck
Ebony fretboard
Bridge pickup: Fishman MKH Fluence Ceramic (Humbucker/Passive)
Neck pickup: Fishman MKH Fluence Alnico (Humbucker/Passive)
Epiphone LockTone Tune-O-Matic bridge
2 volume and 2 tone Dome knobs
3-way Switch
Slim Set neck
22 Medium Jumbo frets
Grover Locking Rotomatic with Tulip Buttons tuners
",True,Epiphone,2022.0,HH,6.0,China,Artist Collection,"White, Black",Yes,,Solid Body,Mahogany,Epiphone LockTone Tune-O-Matic,Set,Grover Locking Rotomatic with Tulip Buttons,Ebony,Mahogany,Custom Blocks,"24.75""",Slim,,22 Medium Jumbo,"12""",Ivory Tusq,43mm (1.693''),3 Way,Dome,"Coil Split, Multi-Voicing",2.0,2.0,Fishman MKH Fluence Ceramic (Humbucker / Passive),Fishman MKH Fluence Alnico (Humbucker / Passive),,980.396,False,True,,False,,True,,True,False,,True,False,False,False,True,False,Mahogany,Mahogany,Ebony,,False,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,It has a D type neck.
https://findmyguitar.com/reviews/ESP-Max-Cavalera-RPR-review.php,ESP Max Cavalera RPR,"From ESP's 2017 Signature series
Max Cavalera Signature
Made in Japan
6 strings
24.75""'' scale
12"" Fretboard Radius
Mahogany body
3pc Maple neck
Rosewood fretboard
Bridge pickup: Seymour Duncan Distortion SH-6 (Humbucker/Passive)
Tonepros Locking TOM & Tailpiece bridge
1 volume Dome knobs
Thin U Neck-Through neck
22 XL Jumbo frets
Gotoh tuners
",True,ESP,2017.0,H,6.0,Japan,Signature,Black,No,,Solid Body,Mahogany,Tonepros Locking TOM & Tailpiece,Neck-Through,Gotoh,Rosewood,3pc Maple,Cavalera Inlays,"24.75""",Thin U,1st Fret: 0.787'' (20mm) - 12th Fret: 0.866'' (22mm),22 XL Jumbo,"12""",Bone,42mm (1.654''),0 Way,Dome,,1.0,0.0,Seymour Duncan Distortion SH-6 (Humbucker / Passive),,,4174.5,False,False,,False,,True,,True,True,False,False,False,False,False,False,False,Mahogany,Maple,Rosewood,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/Dean-ML-Select-24-Kahler-Quilt-Top-review.php,Dean ML Select 24 Kahler Quilt Top,"From Dean's 2022 Select series
Made in Indonesia
6 strings
24.75""'' scale
12"" Fretboard Radius
Quilt Maple top
Eastern Mahogany body
3 Piece Eastern Mahogany neck
Ebony fretboard
Bridge pickup: Seymour Duncan TB-5 (Humbucker/Passive)
Neck pickup: Seymour Duncan APH-1N (Humbucker/Passive)
Kahler Hybrid bridge
2 volume and 1 tone Speed knobs
3-way Switch
V Set neck
24 Jumbo frets
Grover 18:1 tuners
",False,Dean,2022.0,HH,6.0,Indonesia,Select,Blue,No,Quilt Maple,Solid Body,Eastern Mahogany,Kahler Hybrid,Set,Grover 18:1,Ebony,3 Piece Eastern Mahogany,Pearloid Block,"24.75""",V,,24 Jumbo,"12""",Locking,43mm (1.693''),3 Way,Speed,,2.0,1.0,Seymour Duncan TB-5 (Humbucker / Passive),Seymour Duncan APH-1N (Humbucker / Passive),,1349.0,True,False,False,False,,True,True,True,False,False,False,False,False,False,False,False,Mahogany,Mahogany,Ebony,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a V type neck.
https://findmyguitar.com/reviews/Harley-Benton-MR-Modern-review.php,Harley Benton MR-Modern,"From Harley Benton's 2022 Vintage series
Made in Indonesia
6 strings
25.5""'' scale
12"" Fretboard Radius
Alder body
Maple neck
Ebony fretboard
Bridge pickup: Artec AHC-90 Soapbar (Single Coil/Passive)
Neck pickup: Artec AHC-90 Soapbar (Single Coil/Passive)
Wilkinson VS-50 II Precision Tremolo bridge
1 volume and 1 tone Speed knobs
3-way Switch
Harley Benton C Bolt-On neck
22 Medium Stainless Steel frets
Kluson-style Wilkinson locking tuners
",True,Harley Benton,2022.0,HH,6.0,Indonesia,Vintage,"White, Sunburst, Black, Blue, Red",Yes,,Solid Body,Alder,Wilkinson VS-50 II Precision Tremolo,Bolt-On,Kluson-style Wilkinson locking,Ebony,Maple,White Dots,"25.5""",Harley Benton C,1st Fret: 0.898'' (22.8mm) - 12th Fret: 0.931'' (23.6mm),22 Medium Yes,"12""",Black Tusq XL,42mm (1.654''),3 Way,Speed,Coil Tap,1.0,1.0,Artec AHC-90 Soapbar (Single Coil / Passive),Artec AHC-90 Soapbar (Single Coil / Passive),,293.79,True,True,,True,,True,,True,False,,False,False,False,False,False,False,Alder,Maple,Ebony,,False,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Harley-Benton-MR-Modern-Baritone-review.php,Harley Benton MR-Modern Baritone,"From Harley Benton's 2022 Vintage series
Made in Indonesia
6 strings
27""'' scale
12"" Fretboard Radius
Alder body
Maple neck
Ebony fretboard
Bridge pickup: Artec AHC-90 Soapbar (Single Coil/Passive)
Neck pickup: Artec AHC-90 Soapbar (Single Coil/Passive)
Wilkinson VS-50 II Precision Tremolo bridge
1 volume and 1 tone Speed knobs
3-way Switch
Harley Benton C Bolt-On neck
22 Medium Stainless Steel frets
Kluson-style Wilkinson locking tuners
",False,Harley Benton,2022.0,HH,6.0,Indonesia,Vintage,Sunburst,No,,Solid Body,Alder,Wilkinson VS-50 II Precision Tremolo,Bolt-On,Kluson-style Wilkinson locking,Ebony,Maple,Dot,"27""",Harley Benton C,1st Fret: 0.898'' (22.8mm) - 12th Fret: 0.931'' (23.6mm),22 Medium Yes,"12""",Ivory Tusq,42mm (1.654''),3 Way,Speed,Coil Tap,1.0,1.0,Artec AHC-90 Soapbar (Single Coil / Passive),Artec AHC-90 Soapbar (Single Coil / Passive),,355.82,True,True,,True,,True,,True,False,,False,False,False,False,False,False,Alder,Maple,Ebony,,False,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
